 ##AES192## , ##AES256## 
 0.003219 , 0.004492 
 0.003520 , 0.003477 
 0.003418 , 0.003424 
 0.003493 , 0.107324 
 0.106436 , 0.003419 
 0.004439 , 0.003347 
 0.004403 , 0.003371 
 0.004321 , 0.003382 
 0.003327 , 0.003415 
 0.004533 , 0.003461 
 0.004332 , 0.003192 
 0.003065 , 0.003083 
 0.002991 , 0.002029 
 0.002982 , 0.002003 
 0.002969 , 0.001994 
 0.003047 , 0.002074 
 0.002962 , 0.092966 
 0.090140 , 0.003331 
 0.003406 , 0.004446 
 0.003419 , 0.003444 
 0.003466 , 0.003351 
 0.004397 , 0.003385 
 0.003307 , 0.003523 
 0.003434 , 0.101352 
 0.106576 , 0.003476 
 0.004434 , 0.003355 
 0.004381 , 0.003397 
 0.004305 , 0.003423 
 0.003355 , 0.004472 
 0.003530 , 0.003464 
 0.003334 , 0.003120 
 0.003144 , 0.003149 
 0.002954 , 0.002963 
 0.001969 , 0.001970 
 0.002039 , 0.002020 
 0.001991 , 0.002014 
 0.002942 , 0.090143 
 0.092140 , 0.003356 
 0.004484 , 0.003524 
 0.004457 , 0.003413 
 0.003440 , 0.004478 
 0.003265 , 0.003412 
 0.003265 , 0.109431 
 0.316379 , 0.003444 
 0.004578 , 0.003387 
 0.004503 , 0.003400 
 0.004453 , 0.003281 
 0.003314 , 0.003423 
 0.001939 , 0.003627 
 0.003238 , 0.003188 
 0.004424 , 0.003092 
 0.003348 , 0.002076 
 0.003282 , 0.002004 
 0.001857 , 0.003105 
 0.001785 , 0.003019 
 0.001735 , 0.095187 
 0.001711 , 0.003388 
 0.001821 , 0.004431 
 0.003095 , 0.003503 
 0.003220 , 0.003502 
 0.003310 , 0.004529 
 0.003328 , 0.003573 
 0.003275 , 0.101372 
 0.003260 , 0.003432 
 0.004502 , 0.003409 
 0.003441 , 0.003388 
 0.001993 , 0.003320 
 0.002106 , 0.003313 
 0.002015 , 0.004587 
 0.002026 , 0.003205 
 0.002984 , 0.003115 
 0.002958 , 0.003063 
 0.003018 , 0.003004 
 0.003049 , 0.003050 
 0.003036 , 0.002023 
 0.003081 , 0.089470 
 0.003116 , 0.003265 
 0.003039 , 0.003196 
 0.003123 , 0.003481 
 0.003101 , 0.003419 
 0.003199 , 0.004526 
 0.002074 , 0.110318 
 0.072127 , 0.003373 
 0.004420 , 0.003342 
 0.004424 , 0.003426 
 0.004340 , 0.003265 
 0.004420 , 0.003391 
 0.003361 , 0.003591 
 0.003473 , 0.003206 
 0.104085 , 0.003143 
 0.003302 , 0.003038 
 0.003515 , 0.003041 
 0.003398 , 0.003071 
 0.003247 , 0.003035 
 0.004410 , 0.095160 
 0.003605 , 0.004479 
 0.003196 , 0.003342 
 0.003054 , 0.004499 
 0.002946 , 0.003292 
 0.001984 , 0.002152 
 0.003008 , 0.003286 
 0.003004 , 0.311415 
 0.093174 , 0.008504 
 0.003395 , 0.003046 
 0.004401 , 0.003430 
 0.004318 , 0.004435 
 0.003361 , 0.004396 
 0.003413 , 0.002988 
 0.002289 , 0.002831 
 0.104174 , 0.001778 
 0.004443 , 0.002791 
 0.004487 , 0.003043 
 0.004409 , 0.003317 
 0.003429 , 0.003271 
 0.004653 , 0.004286 
 0.004267 , 0.004352 
 0.003116 , 0.004569 
 0.003053 , 0.003250 
 0.002995 , 0.002015 
 0.002997 , 0.003029 
 0.002012 , 0.003005 
 0.093036 , 0.003116 
 0.004497 , 0.002988 
 0.003448 , 0.003042 
 0.003431 , 0.003031 
 0.003368 , 0.003085 
 0.003438 , 0.003070 
 0.003455 , 0.003097 
 0.105133 , 0.004194 
 0.004439 , 0.003086 
 0.004371 , 0.003082 
 0.003344 , 0.002015 
 0.003301 , 0.003092 
 0.004381 , 0.003037 
 0.003576 , 0.003059 
 0.003142 , 0.003054 
 0.002949 , 0.003054 
 0.001968 , 0.063181 
 0.002043 , 0.004440 
 0.002983 , 0.004453 
 0.001980 , 0.004381 
 0.094206 , 0.004348 
 0.014415 , 0.004615 
 0.003494 , 0.003095 
 0.003772 , 0.100141 
 0.003293 , 0.003411 
 0.002919 , 0.003367 
 0.003009 , 0.003342 
 0.100146 , 0.003362 
 0.003461 , 0.003477 
 0.003337 , 0.003323 
 0.003295 , 0.003190 
 0.003355 , 0.002102 
 0.003234 , 0.003012 
 0.003414 , 0.002980 
 0.003627 , 0.003124 
 0.003020 , 0.003070 
 0.003019 , 0.096900 
 0.003083 , 0.003294 
 0.001985 , 0.003275 
 0.097382 , 0.004350 
 0.003312 , 0.004379 
 0.004469 , 0.003377 
 0.003319 , 0.109398 
 0.003381 , 0.003452 
 0.003394 , 0.003321 
 0.003356 , 0.004428 
 0.108475 , 0.003445 
 0.003314 , 0.004547 
 0.002167 , 0.004689 
 0.003388 , 0.004111 
 0.003282 , 0.003078 
 0.002257 , 0.002968 
 0.003316 , 0.002973 
 0.003587 , 0.002048 
 0.003086 , 0.001917 
 0.002058 , 0.092150 
 0.003216 , 0.003465 
 0.002024 , 0.003434 
 0.002024 , 0.003488 
 0.097223 , 0.003397 
 0.003465 , 0.003494 
 0.003361 , 0.003161 
 0.003349 , 0.102137 
 0.003354 , 0.004480 
 0.003369 , 0.004430 
 0.003422 , 0.004319 
 0.107487 , 0.003353 
 0.003392 , 0.003457 
 0.003347 , 0.004278 
 0.003385 , 0.003165 
 0.003413 , 0.002972 
 0.003367 , 0.002945 
 0.003327 , 0.002013 
 0.003647 , 0.001989 
 0.002972 , 0.002936 
 0.003062 , 0.085209 
 0.002079 , 0.004486 
 0.002047 , 0.003478 
 0.002954 , 0.004546 
 0.095171 , 0.003430 
 0.002407 , 0.004407 
 0.003309 , 0.105396 
 0.003363 , 0.003506 
 0.003395 , 0.003408 
 0.003455 , 0.003332 
